"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/19/2017","Old Navy","OLD NAVY ON-LINE","47.60","credit","Clothing","credit_spending","",""
"11/19/2017","Thorntons Inc","THORNTONS #316","33.67","debit","S: Gas","credit_spending","",""
"11/19/2017","Target","TARGET.COM  *","0.75","debit","Shopping","credit_spending","",""
"11/19/2017","Target","TARGET        00018010","66.79","debit","Shopping","credit_spending","",""
"11/17/2017","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 6658514902","703.00","debit","Transfer","checking_spending","",""
"11/17/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6658514903","231.00","debit","T: Savings","checking_spending","",""
"11/17/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6658514903","231.00","credit","Transfer","checking_savings","",""
"11/17/2017","Jewel","JEWEL #3310","57.53","debit","S: Groceries","credit_spending","",""
"11/17/2017","Chipotle","CHIPOTLE 2298","17.29","debit","S: Restaurant","credit_spending","",""
"11/17/2017","Walgreens","WALGREENS #11944","9.01","debit","Pharmacy","credit_spending","",""
"11/17/2017","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","35.01","debit","S: Comic Books","credit_spending","",""
"11/17/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6658514902","703.00","credit","Transfer","checking_bills","",""
"11/16/2017","Jd's Q & Brew","JD'S Q & BREW","14.42","debit","Restaurants","credit_spending","",""
"11/16/2017","Amazon","AMAZON MKTPLACE PMTS","95.30","debit","Shopping","credit_spending","",""
"11/16/2017","Kohl's","WWW.KOHLS.COM #0873","45.46","debit","Clothing","credit_spending","",""
"11/16/2017","Amazon","AMAZON MKTPLACE PMTS","89.40","debit","Shopping","credit_spending","",""
"11/16/2017","Amazon","Amazon.com","12.62","debit","Shopping","credit_spending","",""
"11/16/2017","Dr Fuhrman Online","DR FUHRMAN ONLINE","39.50","debit","Health & Fitness","credit_bills","",""
"11/15/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","33.00","credit","Income","checking_spending","",""
"11/15/2017","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3403.86","credit","Paycheck","checking_spending","",""
"11/15/2017","Interest","INTEREST PAYMENT","0.02","credit","Interest Income","checking_spending","",""
"11/15/2017","Interest","INTEREST PAYMENT","0.34","credit","Interest Income","checking_savings","",""
"11/15/2017","Target","TARGET        00018010","56.03","credit","Shopping","credit_spending","",""
"11/15/2017","JCPenney","JCPENNEY.COM","40.80","credit","Clothing","credit_spending","",""
"11/15/2017","Target","TARGET        00018010","141.05","debit","Shopping","credit_spending","",""
"11/15/2017","Playstation Network","PlaystationNetwork","5.28","debit","Entertainment","credit_spending","",""
"11/15/2017","Shutterfly","SHUTTERFLY","54.98","debit","Hobbies","credit_spending","",""
"11/15/2017","Playstation Network","PlaystationNetwork","5.00","debit","Entertainment","credit_spending","",""
"11/15/2017","Interest","INTEREST PAYMENT","0.07","credit","Interest Income","checking_bills","",""
"11/14/2017","Amazon","AMAZON MKTPLACE PMTS","36.03","debit","Shopping","credit_spending","",""
"11/14/2017","Audible.com","Audible US","17.00","debit","Books","credit_spending","",""
"11/14/2017","Shell","SHELL OIL 57444083109","32.10","debit","Gas & Fuel","credit_spending","",""
"11/14/2017","Fresh Thyme M","FRESH THYME #101 M","94.41","debit","S: Groceries","credit_spending","",""
"11/14/2017","Commonwealth Ed Online","COMMONWEALTH ED  ONLINE PMT CKF323729887POS WEB ID: 1061291316","64.78","debit","Credit Card Payment","checking_bills","",""
"11/14/2017","Mtg Ins Payment","MTG INS PMT","80.85","credit","Loan Payment","MORTGAGE","",""
"11/13/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","10.00","credit","Income","checking_spending","",""
"11/13/2017","Tst M Supper","TST* M SUPPER CLUB","102.94","debit","Restaurants","credit_spending","",""
"11/13/2017","Amazon","AMAZON MKTPLACE PMTS","34.99","debit","Shopping","credit_spending","",""
"11/13/2017","Amazon","AMAZON MKTPLACE PMTS","34.49","debit","Shopping","credit_spending","",""
"11/13/2017","Amazon","Amazon.com","17.29","debit","Shopping","credit_spending","",""
"11/12/2017","Amazon","Amazon.com","12.27","debit","Shopping","credit_spending","",""
"11/12/2017","Target","TARGET        00011668","162.50","debit","Shopping","credit_spending","",""
"11/12/2017","Thorntons Inc","THORNTONS #316","28.73","debit","S: Gas","credit_spending","",""
"11/12/2017","GameStop","GAMESTOP #572","32.31","debit","Electronics & Software","credit_spending","",""
"11/12/2017","Toys ""R"" Us","TOYS R US #6022","577.07","debit","Toys","credit_spending","",""
"11/12/2017","Red Robin","RED ROBIN NO 343","25.43","debit","S: Restaurant","credit_spending","",""
"11/12/2017","Jewel","JEWEL #3310","271.00","debit","S: Groceries","credit_spending","",""
"11/12/2017","Pump It Up","PUMP IT UP OF CRYSTAL IL","100.00","debit","Gas & Fuel","credit_spending","",""
"11/12/2017","Jewel","JEWEL #3310","17.69","debit","S: Groceries","credit_spending","",""
"11/12/2017","Hulu","HLU*Hulu 15253597-U","11.99","debit","Movies & DVDs","credit_bills","",""
"11/10/2017","Check 1310","CHECK 1310","8.53","debit","Check","checking_spending","",""
"11/10/2017","Transfer from checking_savings","Online Transfer from MMA ...6356transaction#: 6659204497","5000.00","credit","Transfer","checking_spending","",""
"11/10/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6641299049","231.00","debit","T: Savings","checking_spending","",""
"11/10/2017","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 6641299051","703.00","debit","Transfer","checking_spending","",""
"11/10/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6641299049","231.00","credit","Transfer","checking_savings","",""
"11/10/2017","Transfer to checking_spending","Online Transfer to CHK ...4774 transaction#: 6659204497","5000.00","debit","Transfer","checking_savings","",""
"11/10/2017","Netflix","Netflix.com","9.99","debit","Movies & DVDs","credit_bills","",""
"11/10/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6641299051","703.00","credit","Transfer","checking_bills","",""
"11/10/2017","Jimmy John's","JIMMY JOHNS - 836 - MOTO","24.50","debit","Restaurants","credit_spending","",""
"11/10/2017","Carter's","carters, Inc.","122.73","debit","Clothing","credit_spending","",""
"11/10/2017","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","35.01","debit","S: Comic Books","credit_spending","",""
"11/10/2017","Josh's Hot Dogs","JOSH'S HOT DOGS","8.18","debit","Fast Food","credit_spending","",""
"11/10/2017","Hanes.com","HANES.COM","21.03","debit","Clothing","credit_spending","",""
"11/10/2017","Lube Express","ALGONQUIN LUBE EXPRESS","39.00","debit","Service & Parts","credit_spending","",""
"11/10/2017","USPS","USPS PO 1600960105","8.65","debit","Shipping","credit_spending","",""
"11/09/2017","Fresh Thyme M","FRESH THYME #101 M","43.17","debit","S: Groceries","credit_spending","",""
"11/09/2017","Express.com","EXPRESS.COM","127.34","debit","Clothing","credit_spending","",""
"11/09/2017","Timber Ridge Lodge","TIMBER RIDGE LODGE","24.80","debit","Hotel","credit_spending","",""
"11/09/2017","Timber Ridge Lodge","TIMBER RIDGE LODGE","317.57","debit","Hotel","credit_spending","",""
"11/09/2017","Lems Shoes Lems","LEMS SHOES LEMS SHOES","521.95","debit","Clothing","credit_spending","",""
"11/09/2017","Village of Algonquin","VILLAGE OF ALGON W/S BILLPPD ID: 36-6005766","57.48","debit","Fees & Charges","checking_bills","",""
"11/08/2017","Lake Geneva Egg","LAKE GENEVA EGG HARBOR","39.46","debit","Restaurants","credit_spending","",""
"11/08/2017","Shutterfly","SHUTTERFLY","47.78","debit","Hobbies","credit_spending","",""
"11/08/2017","Culver's","CULVER'S OF LAKE G","26.00","debit","Fast Food","credit_spending","",""
"11/08/2017","Simple Cafe LLC","Simple Cafe - Lake Geneva","62.46","debit","Restaurants","credit_spending","",""
"11/08/2017","iTunes","APL* ITUNES.COM/BILL","2.99","debit","B: Digital Services","credit_bills","",""
"11/03/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6621159506","231.00","debit","T: Savings","checking_spending","",""
"11/03/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6621159506","231.00","credit","Transfer","checking_savings","",""
"11/03/2017","Bear Paddle Swim","BEAR PADDLE SWIM SCHOOL -","112.50","debit","Tuition","credit_spending","",""
"11/03/2017","Marianos","MARIANOS      00085324","35.45","debit","Gift","credit_spending","",""
"11/03/2017","Home Depot","THE HOME DEPOT #1940","4.12","debit","Home Improvement","credit_spending","",""
"11/03/2017","Old Navy","OLD NAVY ON-LINE","43.90","debit","Clothing","credit_spending","",""
"11/03/2017","Wf Home Mtg","WF HOME MTG      AUTO PAY   0471893636      WEB ID: 1562287461","1662.24","debit","B: Mortgage","checking_bills","",""
"11/02/2017","Trader Joe's","TRADER JOE'S #699  QPS","97.61","debit","Groceries","credit_spending","",""
"11/02/2017","Target","TARGET        00018010","40.36","credit","Shopping","credit_spending","",""
"11/02/2017","Visit Patreon.com Info","VISIT PATREON.COM/INFO","4.00","debit","Entertainment","credit_spending","",""
"11/02/2017","Target","TARGET        00018010","139.33","debit","Shopping","credit_spending","",""
"11/02/2017","Marianos","MARIANOS      00085324","13.13","debit","Gift","credit_spending","",""
"11/02/2017","Jewel","JEWEL #3310","10.70","debit","S: Groceries","credit_spending","",""
"11/01/2017","Transfer to CHASE AMAZON PRIME","Payment to Chase card ending in0545","4755.54","debit","Credit Card Payment","checking_spending","",""
"11/01/2017","Hautlk Rack","HAUTLK RACK8885478438","109.31","debit","Clothing","credit_spending","",""
"11/01/2017","Jimmy John's","JIMMY JOHNS - 836 - MOTO","19.81","debit","Restaurants","credit_spending","",""
"11/01/2017","Amazon","Amazon.com","28.02","debit","Shopping","credit_spending","",""
"11/01/2017","Home Depot","THE HOME DEPOT #1913","11.32","debit","Home Improvement","credit_spending","",""
"11/01/2017","JCPenney","JCPENNEY.COM","64.16","debit","Clothing","credit_spending","",""
"11/01/2017","Transfer from checking_spending","Payment Thank You - Web","4755.54","credit","Credit Card Payment","credit_spending","",""
"11/01/2017","Transfer from checking_bills","Payment Thank You - Web","363.65","credit","Credit Card Payment","credit_bills","",""
"11/01/2017","Ford","FORD MOTOR CR    FORDCREDITPPD ID: 3534610001","500.00","debit","B: Auto Payment","checking_bills","",""
"11/01/2017","Transfer to CHASE FREEDOM SIGNATURE","Payment to Chase card ending in5444","363.65","debit","Credit Card Payment","checking_bills","",""
"11/01/2017","Payment","PAYMENT","1662.24","credit","Loan Payment","MORTGAGE","",""
"10/31/2017","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","2851.47","credit","Paycheck","checking_spending","",""
"10/31/2017","The UPS Store","THE UPS STORE #4073","10.34","debit","Business Services","credit_spending","",""
"10/31/2017","Target","TARGET.COM  *","10.00","debit","Shopping","credit_spending","",""
"10/31/2017","Target","TARGET.COM  *","10.65","debit","Shopping","credit_spending","",""
"10/31/2017","Target","TARGET.COM  *","14.18","debit","Shopping","credit_spending","",""
"10/31/2017","Speedway","SPEEDWAY 05456 402","28.17","debit","Gas & Fuel","credit_spending","",""
"10/31/2017","Target","TARGET.COM  *","20.63","debit","Shopping","credit_spending","",""
"10/31/2017","Panera Bread","PANERA BREAD #3286","19.69","debit","Fast Food","credit_spending","",""
"10/31/2017","Contribution Sep Contribution Sep Contribution (cash)","CONTRIBUTION SEP CONTRIBUTION SEP CONTRIBUTION  (Cash)","595.61","credit","Deposit","SEP-IRA","",""
"10/31/2017","Interest Earned Fdic Insured Deposit At Us Bank Ira Not (quscq) (cash)","INTEREST EARNED  FDIC INSURED DEPOSIT AT US BANK IRA NOT (QUSCQ) (Cash)","0.19","credit","Investments","SEP-IRA","",""
"10/31/2017","Interest Earned Fdic Insured Deposit At Bny Mellon Ira (qbyiq) (cash)","INTEREST EARNED  FDIC INSURED DEPOSIT AT BNY MELLON IRA (QBYIQ) (Cash)","2.74","credit","Investments","SEP-IRA","",""
"10/30/2017","Old Navy","OLD NAVY ON-LINE","29.75","debit","Clothing","credit_spending","",""
"10/30/2017","Jewel","JEWEL #3310","3.46","debit","S: Groceries","credit_spending","",""
"10/30/2017","Amazon","AMAZON MKTPLACE PMTS","9.99","debit","Shopping","credit_spending","",""
"10/30/2017","DSW Designer Shoe Warehouse","DSW ALGONQUIN COMMONS","129.28","debit","Clothing","credit_spending","",""
"10/30/2017","Jewel","JEWEL #3310","58.50","debit","S: Groceries","credit_spending","",""
"10/30/2017","Express","EXPRESS#0665","168.49","debit","Clothing","credit_spending","",""
"10/30/2017","Target","TARGET        00018010","127.00","debit","Shopping","credit_spending","",""
"10/30/2017","Amazon Video","Amazon Video On Demand","27.00","debit","S: Misc","credit_spending","",""
"10/30/2017","Target","TARGET        00018010","42.07","credit","Shopping","credit_spending","",""
"10/29/2017","Houlihans","HOULIHANS #161","82.35","debit","Restaurants","credit_spending","",""
"10/29/2017","Old Navy","OLD NAVY ON-LINE","130.86","debit","Clothing","credit_spending","",""
"10/29/2017","Naf Naf Grill","NAF NAF GRILL 013","13.21","debit","S: Restaurant","credit_spending","",""
"10/29/2017","Thorntons Inc","THORNTONS #316","31.03","debit","S: Gas","credit_spending","",""
"10/29/2017","Old Navy","OLD NAVY ON-LINE","261.98","credit","Clothing","credit_spending","",""
"10/29/2017","Old Navy","OLD NAVY ON-LINE","38.24","credit","Clothing","credit_spending","",""
"10/29/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"10/29/2017","Jewel","JEWEL #3486","12.25","debit","S: Groceries","credit_spending","",""
"10/29/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"10/29/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"10/29/2017","Express","EXPRESS#0665","63.54","credit","Credit Card Payment","credit_spending","",""
"10/27/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6605507587","231.00","debit","T: Savings","checking_spending","",""
"10/27/2017","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 6605507590","703.00","debit","Transfer","checking_spending","",""
"10/27/2017","Check 1308","CHECK 1308","42.58","debit","Check","checking_spending","",""
"10/27/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6605507587","231.00","credit","Transfer","checking_savings","",""
"10/27/2017","Texan Bbq","THE TEXAN BBQ","4.30","debit","Restaurants","credit_spending","",""
"10/27/2017","Target","TARGET.COM  *","30.47","debit","Shopping","credit_spending","",""
"10/27/2017","Target","TARGET.COM  *","24.43","debit","Shopping","credit_spending","",""
"10/27/2017","Texan Bbq","THE TEXAN BBQ","57.09","debit","Restaurants","credit_spending","",""
"10/27/2017","Target","TARGET.COM  *","15.93","debit","Shopping","credit_spending","",""
"10/27/2017","Target","TARGET.COM  *","1.48","debit","Shopping","credit_spending","",""
"10/27/2017","Five Guys","5GUYS 0525 QSR","15.55","debit","Fast Food","credit_spending","",""
"10/27/2017","Target","TARGET.COM  *","27.93","debit","Shopping","credit_spending","",""
"10/27/2017","Old Navy","OLD NAVY US 3321","124.22","credit","Clothing","credit_spending","",""
"10/27/2017","Target","TARGET.COM  *","35.58","debit","Shopping","credit_spending","",""
"10/27/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6605507590","703.00","credit","Transfer","checking_bills","",""
"10/26/2017","Check 1307","CHECK 1307","27.86","debit","Check","checking_spending","",""
"10/26/2017","Canonicalli","PAYPAL *CANONICALLI","15.00","debit","Electronics & Software","credit_spending","",""
"10/26/2017","Steak 'n Shake","STEAK-N-SHAKE#0344 Q99","8.08","debit","Restaurants","credit_spending","",""
"10/26/2017","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","31.54","debit","Fast Food","credit_spending","",""
